key_id,Title,Relevance Score,Reasoning,Methods,Technologies,Automated Manufacturing Level,Negatives Found,Include/Exclude,Your Notes,EID,Year
2020_a_middleware_platform_for_intelligent_automation:_an_industrial_prototype_implementation,A Middleware Platform for Intelligent Automation: An Industrial Prototype Implementation,++,Core tech (3) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,,"analytics, artificial intelligence",Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85092922057,2020
2020_computer_vision-enabled_hcps_assembly_workstations_swarm_for_enhancing_responsiveness_in_mass_customization,Computer Vision-enabled HCPS Assembly Workstations Swarm for Enhancing Responsiveness in Mass Customization,++,Core tech (4) + manufacturing (4) + strong decision or scheduling/simulation/robotics signal,,"cyber-physical system, robot, robotics",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85094175487,2020
2020_the_spatio-temporal_modeling_and_integration_of_manufacturing_big_data_in_job_shop:_an_ontology-based_approach,The Spatio-Temporal Modeling and Integration of Manufacturing Big Data in Job Shop: An Ontology-Based Approach,++,Core tech (4) + manufacturing (13) + strong decision or scheduling/simulation/robotics signal,,"data-driven, internet of things",Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85086079491,2020
2020_digital_transformation_to_empower_smart_production_for_industry_3.5_and_an_empirical_study_for_textile_dyeing,Digital transformation to empower smart production for Industry 3.5 and an empirical study for textile dyeing,+,Industry 4.0 digitalization (8) + tech (1),,artificial intelligence,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85078968674,2020
2020_toward_the_fourth_industrial_revolution_on_real-time_customization,Toward the Fourth Industrial Revolution on Real-Time Customization,++,Core tech (6) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,,"artificial intelligence, internet of things",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85076558957,2020
2020_blockchain-based_reputation_management_for_custom_manufacturing_service_in_the_peer-to-peer_networking_environment,Blockchain-based reputation management for custom manufacturing service in the peer-to-peer networking environment,++,Core tech (6) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,,"iiot, industrial iot, internet of things, iot",Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85065744826,2020
2020_order_fulfilment_progress_estimation_for_collaborative_manufacturing_enabled_by_industrial_internet_of_things,Order fulfilment progress estimation for collaborative manufacturing enabled by industrial internet of things,++,Core tech (6) + manufacturing (9) + strong decision or scheduling/simulation/robotics signal,,"iiot, internet of things",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85101466325,2020
2020_research_on_adaptive_job_shop_scheduling_problems_based_on_dueling_double_dqn,Research on adaptive job shop scheduling problems based on dueling double DQN,++,Core tech (7) + manufacturing (9) + strong decision or scheduling/simulation/robotics signal,"cnn, convolutional neural network, deep q-network, dqn, reinforcement learning","deep learning, neural network, reinforcement learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85100138902,2020
2020_prescriptive_system_for_reconfigurable_manufacturing_systems_considering_variable_demand_and_production_rates,Prescriptive system for reconfigurable manufacturing systems considering variable demand and production rates,++,Core tech (2) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"genetic algorithm, optimization, simulation","artificial intelligence, internet of things",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85096352630,2020
2020_performance_assessment_methodology_for_ai-supported_decision-making_in_production_management,Performance assessment methodology for AI-supported decision-making in production management,++,Core tech (5) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,"optimization, reinforcement learning","artificial intelligence, reinforcement learning",Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85092428020,2020
2020_the_research_of_flexible_scheduling_of_workshop_based_on_artificial_fish_swarm_algorithm_and_knowledge_mining,The Research of Flexible Scheduling of Workshop Based on Artificial Fish Swarm Algorithm and Knowledge Mining,++,Core tech (2) + manufacturing (13) + strong decision or scheduling/simulation/robotics signal,"data mining, decision tree, optimization",data-driven,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85088745836,2020
2019_an_energy-aware_multiobjective_optimization_framework_to_minimize_total_tardiness_and_energy_cost_on_a_single-machine_nonpreemptive_scheduling,An Energy-Aware Multiobjective Optimization Framework to Minimize Total Tardiness and Energy Cost on a Single-Machine Nonpreemptive Scheduling,++,Core tech (3) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"genetic algorithm, optimization",internet of things,Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85049449964,2019
2019_an_agent-based_process_mining_architecture_for_emergent_behavior_analysis,An agent-based process mining architecture for emergent behavior analysis,++,Core tech (3) + manufacturing (2) + strong decision or scheduling/simulation/robotics signal,data mining,"agvs, internet of things",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85076053543,2019
2019_towards_a_data-driven_predictive-reactive_production_scheduling_approach_based_on_inventory_availability,Towards a data-driven predictive-reactive production scheduling approach based on inventory availability,++,Core tech (8) + manufacturing (9) + strong decision or scheduling/simulation/robotics signal,"optimization, simulation","data driven, data-driven, machine learning",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85078884096,2019
2019_industry_4.0:_key_questions_in_manufacturing,Industry 4.0: Key Questions in Manufacturing,+,Industry 4.0 digitalization (3) + tech (1),,iot,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85098184153,2019
2019_formulation_and_solution_for_the_predictive_maintenance_integrated_job_shop_scheduling_problem,Formulation and solution for the predictive maintenance integrated job shop scheduling problem,++,Core tech (5) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,"genetic algorithm, optimization",predictive maintenance,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85072778377,2019
2019_a_data-driven_method_for_decision_support_systems_in_mass_production_and_mass_customization,A Data-Driven Method for Decision Support Systems in Mass Production and Mass Customization,++,Core tech (3) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,data mining,"artificial intelligence, data-driven",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85062573626,2019
2019_multiagent_using_solving_the_job_scheduling_problem_in_the_industry_4.0,Multiagent using solving the job scheduling problem in the industry 4.0,++,Core tech (5) + manufacturing (3) + strong decision or scheduling/simulation/robotics signal,simulation,"cps, internet of things, iot",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85073621114,2019
2019_a_multi-objective_reinforcement_learning_algorithm_for_jssp,A Multi-objective Reinforcement Learning Algorithm for JSSP,++,Core tech (5) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"multi-agent reinforcement learning, reinforcement learning",reinforcement learning,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85072864863,2019
"2019_design,_implementation_and_evaluation_of_reinforcement_learning_for_an_adaptive_order_dispatching_in_job_shop_manufacturing_systems","Design, implementation and evaluation of reinforcement learning for an adaptive order dispatching in job shop manufacturing systems",++,Core tech (4) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,reinforcement learning,reinforcement learning,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85068485505,2019
2019_data_analytics-based_decision_support_workflow_for_high-mix_low-volume_production_systems,Data analytics-based decision support workflow for high-mix low-volume production systems,++,Core tech (5) + manufacturing (8) + strong decision or scheduling/simulation/robotics signal,simulation,"analytics, machine learning",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85064550516,2019
2018_a_machine_learning_approach_applied_to_energy_prediction_in_job_shop_environments,A machine learning approach applied to energy prediction in job shop environments,++,Core tech (6) + manufacturing (9) + strong decision or scheduling/simulation/robotics signal,,"machine learning, neural network",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85061559506,2018
2018_solving_the_job-shop_scheduling_problem_in_the_industry_4.0_era,Solving the Job-Shop Scheduling Problem in the Industry 4.0 Era,++,Core tech (6) + manufacturing (3) + strong decision or scheduling/simulation/robotics signal,simulation,"cps, internet of things, iot",Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85108074590,2018
2018_digital_manufacturing_applicability_of_a_laser_sintered_component_for_automotive_industry:_a_case_study,Digital manufacturing applicability of a laser sintered component for automotive industry: a case study,+,Industry 4.0 digitalization (5) + tech (1),,cyber physical system,Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85054627489,2018
2018_mass_customization_model_in_food_industry_using_industry_4.0_standard_with_fuzzy-based_multi-criteria_decision_making_methodology,Mass customization model in food industry using industry 4.0 standard with fuzzy-based multi-criteria decision making methodology,+,Industry 4.0 digitalization (3) + tech (1),,internet of things,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85044744139,2018
"2018_mobile_robot_scheduling_for_cycle_time_optimization_in_flow-shop_cells,_a_case_study","Mobile robot scheduling for cycle time optimization in flow-shop cells, a case study",++,Core tech (11) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"metaheuristic, optimization",robot,Factory,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85039699175,2018
2018_manufacturing_flow_time_estimation_using_the_model-tree_induction_approach_in_a_dynamic_job_shop_environment,Manufacturing flow time estimation using the model-tree induction approach in a dynamic job shop environment,++,Core tech (3) + manufacturing (7) + strong decision or scheduling/simulation/robotics signal,"data mining, simulation, supervised learning",machine learning,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85116245768,2018
2018_on_the_design_complexity_of_cyberphysical_production_systems,On the design complexity of cyberphysical production systems,++,Core tech (2) + manufacturing (1) + strong decision or scheduling/simulation/robotics signal,,"cyberphysical production systems, internet of things",Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85056281853,2018
2018_big_data_analytics_for_operations_management_in_engineer-to-order_manufacturing,Big data analytics for operations management in engineer-to-order manufacturing,++,Core tech (4) + manufacturing (9) + strong decision or scheduling/simulation/robotics signal,"data mining, forecasting, simulation",analytics,Unclassified,Managerial/business/policy focus,,ex. reason for inclusion/exclusion,2-s2.0-85049578703,2018
2018_petri_net_model_of_a_smart_factory_in_the_frame_of_industry_4.0,Petri Net Model of a Smart Factory in the Frame of Industry 4.0,+,Industry 4.0 digitalization (8) + tech (1),simulation,internet of things,Unclassified,None,,ex. reason for inclusion/exclusion,2-s2.0-85046684151,2018
2018_manufacturing_flow_time_estimation_using_the_model-tree_induction_approach_in_a_dynamic_job_shop_environment,Manufacturing flow time estimation using the model-tree induction approach in a dynamic job shop environment,++,Core tech (3) + manufacturing (6) + strong decision or scheduling/simulation/robotics signal,"data mining, simulation, supervised learning",machine learning,Factory,None,,ex. reason for inclusion/exclusion,2-s2.0-85041914058,2018
